Text,Class,
"Other important industries are financial services, especially mutual funds and insurance. Boston-based Fidelity Investments helped popularize the mutual fund in the 1980s and has made Boston one of the top financial cities in the United States. The city is home to the headquarters of Santander Bank, and Boston is a center for venture capital firms. State Street Corporation, which specializes in asset management and custody services, is based in the city. Boston is a printing and publishing center — Houghton Mifflin Harcourt is headquartered within the city, along with Bedford-St. Martin's Press and Beacon Press. Pearson PLC publishing units also employ several hundred people in Boston. The city is home to three major convention centers—the Hynes Convention Center in the Back Bay, and the Seaport World Trade Center and Boston Convention and Exhibition Center on the South Boston waterfront. The General Electric Corporation announced in January 2016 its decision to move the company's global headquarters to the Seaport District in Boston, from Fairfield, Connecticut, citing factors including Boston's preeminence in the realm of higher education.",Not Question,
"The Boston Public Schools enrolls 57,000 students attending 145 schools, including the renowned Boston Latin Academy, John D. O'Bryant School of Math & Science, and Boston Latin School. The Boston Latin School, established 1635, is the oldest public high school in the US; Boston also operates the United States' second oldest public high school, and its oldest public elementary school. The system's students are 40% Hispanic or Latino, 35% Black or African American, 13% White, and 9% Asian. There are private, parochial, and charter schools as well, and approximately 3,300 minority students attend participating suburban schools through the Metropolitan Educational Opportunity Council.",Not Question,
"Some of the most renowned and highly ranked universities in the world are located in the Boston area. Four members of the Association of American Universities are in Greater Boston (more than any other metropolitan area): Harvard University, the Massachusetts Institute of Technology, Boston University, and Brandeis University. Hospitals, universities, and research institutions in Greater Boston received more than $1.77 billion in National Institutes of Health grants in 2013, more money than any other American metropolitan area. Greater Boston has more than 100 colleges and universities, with 250,000 students enrolled in Boston and Cambridge alone. Its largest private universities include Boston University (the city's fourth-largest employer) with its main campus along Commonwealth Avenue and a medical campus in the South End; Northeastern University in the Fenway area; Suffolk University near Beacon Hill, which includes law school and business school; and Boston College, which straddles the Boston (Brighton)–Newton border. Boston's only public university is the University of Massachusetts Boston, on Columbia Point in Dorchester. Roxbury Community College and Bunker Hill Community College are the city's two public community colleges. Altogether, Boston's colleges and universities employ over 42,600 people, accounting for nearly 7 percent of the city's workforce.",Not Question,
"Smaller private schools include Babson College, Bentley University, Boston Architectural College, Emmanuel College, Fisher College, MGH Institute of Health Professions, Massachusetts College of Pharmacy and Health Sciences, Simmons College, Wellesley College, Wheelock College, Wentworth Institute of Technology, New England School of Law (originally established as America's first all female law school), and Emerson College",Not Question,
"Metropolitan Boston is home to several conservatories and art schools, including Lesley University College of Art and Design, Massachusetts College of Art, the School of the Museum of Fine Arts, New England Institute of Art, New England School of Art and Design (Suffolk University), Longy School of Music of Bard College, and the New England Conservatory (the oldest independent conservatory in the United States)",Not Question,
" Other conservatories include the Boston Conservatory and Berklee College of Music, which has made Boston an important city for jazz music.",Not Question,
Several universities located outside Boston have a major presence in the city,Not Question,
" Harvard University, the nation's oldest institute of higher education, is centered across the Charles River in Cambridge but has the majority of its land holdings and a substantial amount of its educational activities in Boston",Not Question,
" Its business, medical, dental, and public health schools are located in Boston's Allston and Longwood neighborhoods",Not Question,
 Harvard has plans for additional expansion into Allston,Not Question,
" The Massachusetts Institute of Technology (MIT), which originated in Boston and was long known as ""Boston Tech"", moved across the river to Cambridge in 1916",Not Question,
" Tufts University, whose main campus is north of the city in Somerville and Medford, locates its medical and dental school in Boston's Chinatown at Tufts Medical Center, a 451-bed academic medical institution that is home to both a full-service hospital for adults and the Floating Hospital for Children.",Not Question,
